Latitude,Longitude,Altitude (m),Resolution (m),Bearing (degrees)
12.99645,78.495216,727.8,103.516193,324.699569
12.9969,78.494889,732,61.310748,324.380062
12.997274,78.494614,732,51.158831,324.053396
12.997532,78.494422,728,35.436709,318.953227
12.997814,78.49417,728.3,41.577929,311.635444
12.998047,78.493901,729.4,38.995898,306.204865
12.99894,78.492649,718,168.108589,307.079103
13.000733,78.490214,727,330.681915,321.199951
13.001019,78.489978,728,40.806151,303.404526
13.001188,78.489715,728,34.133267,303.363875
13.001478,78.489263,728,58.635008,303.369527
13.00237,78.487873,730,180.326686,294.789468
13.00246,78.487673,728,23.868126,276.658944
13.002527,78.487084,726,64.247977,275.663031
13.002567,78.48667,726,45.074357,275.649465
13.002599,78.486338,727,36.145734,262.931556
13.002487,78.485411,729,101.20398,262.91217
13.002424,78.484891,730,56.772701,263.016714
13.002358,78.484338,730,60.362006,262.888155
13.002296,78.483828,732,55.683854,262.971456
13.002259,78.48352,732,33.622622,262.833805
13.002216,78.483169,734,38.328159,262.935263
13.002184,78.482904,734,28.930822,263.713143
13.002165,78.482727,734,19.292925,266.468865
13.002146,78.482411,738,34.301849,266.446431
13.002127,78.482097,738,34.085578,264.575116
13.00207,78.481481,736.7,67.040241,260.7519
13.001905,78.480441,737.2,114.161854,256.001216
13.001785,78.479947,738,55.160261,263.347882
13.00176,78.479727,738,23.997287,284.678611
13.001821,78.479488,738,26.767907,289.155117
13.002593,78.477207,740.5,261.617154,284.012441
13.002824,78.476257,741,106.083288,284.226104
13.003197,78.474747,743.4,168.774582,304.288861
13.003294,78.474601,743.9,19.145499,315.63588
13.003558,78.474336,744.5,41.061738,306.901332
13.003727,78.474105,747,31.297034,281.775879
13.003766,78.473913,747,21.249148,275.949166
13.003945,78.47215,744,192.043512,274.991448
13.004102,78.470305,751,200.654177,276.124322
13.004171,78.469645,754,71.916951,275.270382
13.004274,78.468499,756.3,124.688384,278.90082
13.004377,78.467824,757,74.023001,284.070211
13.004861,78.465842,749,221.377238,281.542144
13.004939,78.46545,750.5,43.346969,273.740702
13.004992,78.464618,751,90.333687,276.537038
13.005038,78.464206,756.3,44.929346,282.433107
13.005067,78.464071,756.1,14.97753,288.387356
13.005364,78.463154,759,104.695379,283.004197
13.005668,78.461803,759,150.223455,282.229192
13.00577,78.46132,761.3,53.544447,285.351358
13.005835,78.461077,760.2,27.301315,290.640559
13.006536,78.459167,771.6,221.127645,286.276448
13.006635,78.458819,771.9,39.277264,277.091404
13.006659,78.458621,772.1,21.617096,264.890835
13.006588,78.457806,772,88.651062,276.30146
13.006751,78.456291,777.7,165.135946,274.404935
13.006785,78.455838,777.6,49.224348,269.484249
13.00678,78.455268,777,61.757469,269.564944
13.006772,78.454187,773,117.121133,279.893425
13.006798,78.454034,772.6,16.826559,291.868639
13.007218,78.45296,769,125.381578,289.998904
13.007268,78.452819,769,16.256478,288.246293
13.007701,78.451471,772,153.776515,290.370644
13.008816,78.448389,777,356.182968,285.814458
13.008901,78.448081,774,34.681797,285.348907
13.008924,78.447995,774,9.66196,272.693271
13.008935,78.447755,774,26.030619,264.482549
13.008919,78.447585,774,18.503718,265.299975
13.008859,78.446836,776,81.421304,269.029747
13.008854,78.446533,778.8,32.832073,280.916577
13.008882,78.446384,778.8,16.440333,285.441585
13.0091,78.445574,780,91.042658,278.440375
13.009136,78.445325,780.7,27.272296,271.282248
13.009157,78.444362,782,104.358524,273.661205
13.009182,78.443961,783.4,43.533589,265.871137
13.009113,78.44298,782.9,106.559108,272.480515
13.009126,78.442672,783,33.400331,275.40384
13.009206,78.441804,787,94.459789,274.754517
13.009303,78.440607,785.5,130.131899,279.259062
13.009445,78.439713,784.4,98.135362,289.232694
13.009617,78.439207,784,58.060912,288.770295
13.009667,78.439056,782,17.278389,288.886652
13.009884,78.438405,781,74.543133,285.031713
13.009957,78.438126,781.5,31.297985,277.212736
13.010175,78.436358,776,193.073947,278.145444
13.010374,78.434931,778,156.177443,278.892238
13.010499,78.434111,778,89.91991,279.455065
13.010634,78.433279,777.2,91.380612,273.728434
13.01065,78.433027,777.2,27.359677,263.140088
13.010586,78.432481,777.3,59.580377,260.021289
13.010466,78.431781,777.3,77.003194,263.668586
13.010442,78.431559,778,24.199179,263.587172
13.010404,78.431212,778,37.830851,263.506569
13.010346,78.430689,776,57.02792,264.066611
13.010098,78.42824,776,266.755199,263.04578
13.00983,78.425985,780,246.118957,264.648247
13.009762,78.42524,781.7,81.067238,268.92117
13.009756,78.424913,781.8,35.433705,275.83145
13.009857,78.423898,782,110.537837,277.668522
13.009963,78.42309,779,88.329209,277.756272
13.010062,78.422344,782,81.568356,279.197043
13.01018,78.421596,783,82.0941,280.708024
13.010519,78.419756,781,202.879139,282.089232
13.010817,78.418328,776,158.218804,285.040254
13.011,78.417629,776.3,78.416042,283.36082
13.011529,78.415343,774,254.55493,286.55962
13.011985,78.413769,777,177.905676,287.804367
13.012327,78.412676,777,124.371863,292.225535
13.012454,78.412357,774.6,37.334173,296.825684
13.012792,78.411671,774.4,83.283513,305.490751
13.013056,78.411291,772,50.563091,314.827503
13.013271,78.411069,772,33.91174,313.486569
13.0136,78.410713,774,53.158938,307.909709
13.014012,78.41017,771.8,74.562115,303.353425
13.014425,78.409526,769.2,83.527523,298.250615
13.014692,78.409016,768.8,62.72401,280.570515
13.014738,78.408763,767,27.882833,277.077209
13.014884,78.407556,767.3,131.768518,272.789866
13.014916,78.406882,767.1,73.106793,271.145514
13.014931,78.406112,767.1,83.437309,268.680656
13.014897,78.404597,766.3,164.176353,266.29169
13.014806,78.403156,767.2,156.44339,266.988088
13.014711,78.401303,771,201.029087,241.701071
13.014615,78.40112,771,22.517068,271.002358
13.014627,78.400416,775,76.282061,271.145478
13.014636,78.399954,775,50.062445,271.822867
13.014644,78.399696,775,27.965514,274.50098
13.01467,78.399357,775,36.840401,274.17441
13.014686,78.399132,773,24.441023,274.602358
13.014698,78.398979,773,16.629424,243.145091
13.014661,78.398904,774,9.107622,214.77832
13.014567,78.398837,774.3,12.725549,201.188508
13.013725,78.398502,777,100.414494,221.795462
13.013628,78.398413,777,14.467458,228.205619
13.013601,78.398382,777,4.504795,232.709133
13.012721,78.397196,780,161.507573,232.981625
13.012541,78.396951,780,33.243704,234.728962
13.012408,78.396758,781.6,25.610954,249.132293
13.01233,78.396548,781.6,24.348448,265.586418
13.012293,78.396056,781.5,53.461641,284.156975
13.012322,78.395938,782,13.184499,267.414329
13.012311,78.395688,782,27.112511,266.90802
13.012284,78.395175,782.2,55.659264,270.45685
13.012292,78.394145,783,111.593376,263.086945
13.012249,78.393781,782.7,39.724434,260.615178
13.012168,78.393278,781.9,55.234153,256.974115
13.011932,78.392231,782,116.427644,253.412425
13.01173,78.391535,782.7,78.678818,250.301169
13.011565,78.391062,783.3,54.430195,259.772169
13.011411,78.390186,783.8,96.438317,263.619169
13.011366,78.389773,783,45.023351,263.494182
13.011336,78.389503,783.8,29.441408,252.332219
13.011138,78.388865,784.2,72.542683,257.490776
13.011015,78.388296,785.6,63.144551,266.378559
13.010978,78.387696,787.1,65.13419,274.888685
13.011069,78.386604,789.7,118.739426,271.482215
13.011081,78.386128,790,51.587181,263.557585
13.011025,78.385619,790,55.495606,263.003896
13.011014,78.385527,790,10.042067,252.404634
13.010904,78.385171,789,40.462144,242.834328
13.010643,78.384649,788.8,63.565582,237.566436
13.010287,78.384074,788.9,73.80897,234.903844
13.009438,78.382834,783,164.195332,229.412676
13.008842,78.38212,783,101.862027,234.187712
13.007985,78.380901,778.5,162.858637,242.785581
13.00751,78.379953,778.5,115.492867,247.720434
13.00731,78.379452,778,58.658393,250.631827
13.007111,78.378871,777.4,66.722681,264.951491
13.007077,78.378476,777,42.961725,264.764221
13.007072,78.37842,777,6.092568,269.525864
13.007066,78.377676,777.5,80.60915,262.146488
13.007007,78.377237,777.9,48.01244,257.734162
13.006828,78.376392,778.3,93.687675,254.010949
13.006718,78.375998,779,44.404598,253.00417
13.006405,78.374947,777.5,119.067828,256.457023
13.006267,78.374359,777.2,65.527271,262.984787
13.00622,78.373967,777,42.790519,262.280443
13.006213,78.373914,777.7,5.794656,276.646582
13.006291,78.373227,778.4,74.93477,271.465525
13.00634,78.371261,780.7,213.070539,264.261015
13.006307,78.370924,781.5,36.695265,257.616038
13.006086,78.369891,783.6,114.583743,268.208803
13.006075,78.36953,784.4,39.13071,275.969779
13.006156,78.368735,784.5,86.601795,281.834688
13.006205,78.368495,785,26.566873,281.038724
13.006408,78.367427,790,117.890694,281.047516
13.006482,78.367038,791.8,42.940861,283.93353
13.006577,78.366645,791.8,43.869281,296.203903
13.006776,78.36623,791.3,50.112052,299.748163
13.007065,78.365711,790,64.76446,298.708873
13.007184,78.365488,790,27.546476,297.80814
13.007221,78.365416,790,8.819089,297.962168
13.007281,78.3653,790,14.228754,298.029817
13.007378,78.365113,790,22.952126,304.98333
13.007453,78.365003,790,14.545732,304.771754
13.007775,78.364527,788,62.781465,290.03856
13.00799,78.363922,787.4,69.770361,286.769795
13.008362,78.362655,787.3,143.365588,274.81072
13.008403,78.362155,787,54.362177,267.617434
13.008388,78.361785,786.1,40.120981,256.532524
13.008325,78.361515,784,30.079282,243.539468
13.00818,78.361216,784.3,36.184749,224.0676
13.007874,78.360912,784.3,47.355176,214.624186
13.007747,78.360822,785,17.161031,215.889197
13.007339,78.360519,782,55.998751,245.590457
13.007274,78.360372,781,17.489556,256.568775
13.006975,78.359087,779,143.134223,257.91699
13.006421,78.356431,778.3,294.276486,263.167178
13.006329,78.355643,778.3,85.984391,260.815823
13.00626,78.355205,778.4,48.070157,249.268165
13.006104,78.354782,779,49.001801,247.814429
13.005895,78.354256,779.2,61.544525,244.489117
13.005676,78.353785,779.5,56.541977,250.373568
13.005471,78.353195,780.2,67.864921,255.222343
13.005407,78.352946,781,27.900175,265.11157
13.005391,78.352754,781,20.877732,266.810286
13.005314,78.351336,785.2,153.868308,271.977191
13.00534,78.350563,787,83.798779,277.604824
13.005567,78.348818,787.5,190.735429,271.079601
13.005582,78.348001,788,88.531596,271.112044
13.00559,78.347578,787.3,45.837539,280.086824
13.005833,78.346176,786,154.280774,280.207176
13.005843,78.346119,785,6.274829,267.09463
13.005825,78.345755,784.4,39.487414,251.425581
13.005585,78.345022,784.5,83.779096,261.812666
13.00551,78.344487,783,58.560152,264.905013
13.005418,78.343428,781,115.189992,264.396973
13.005392,78.343156,782.3,29.610674,258.886067
13.005343,78.3429,783,28.265827,260.758387
13.00533,78.342818,783,9.000933,262.504076
13.00532,78.34274,783,8.523571,257.66773
13.005284,78.342571,781,18.742389,250.409247
13.005112,78.342075,779,57.039971,240.951232
13.004974,78.34182,777,31.602849,240.902869
13.00482,78.341536,777,35.213441,238.065833
13.00467,78.341289,777,31.533036,236.843561
13.004346,78.34078,776,65.871878,236.729714
13.00405,78.340317,771,59.996892,240.759438
13.003906,78.340053,771,32.779513,243.226354
13.003818,78.339874,772,21.722231,242.320142
13.003795,78.339829,772,5.505519,251.978431
13.003698,78.339523,772,34.863476,260.948353
13.003646,78.339188,772,36.752729,274.976892
13.003674,78.338858,771.3,35.888632,295.254417
13.003748,78.338697,771,19.286658,291.354482
13.003844,78.338445,772,29.315138,295.742178
13.004233,78.337617,774,99.591879,300.651566
13.00455,78.337068,772,69.140366,306.665021
13.004822,78.336693,772,50.650225,302.644556
13.005111,78.33623,773,59.573313,285.39244
13.005361,78.335298,772.7,104.732059,282.587577
13.005574,78.334319,774,108.679599,278.714654
13.00562,78.334011,776,33.759251,259.189815
13.005604,78.333925,776,9.485796,265.53032
13.005441,78.331785,781,232.560516,269.412733
13.005432,78.330884,782,97.621843,328.121515
13.005573,78.330794,783.3,18.463306,347.25485
13.005629,78.330781,784,6.384217,350.089071
13.006103,78.330696,787,53.504876,273.629893
13.006131,78.330243,787,49.177735,275.174555
13.00617,78.329801,788,48.083264,269.270262
13.006163,78.329237,788,61.110023,268.492562
13.006159,78.329081,789,16.907253,268.890634
13.006157,78.328975,789,11.486439,268.083193
13.006154,78.328883,789,9.973074,268.093557
13.006148,78.328698,789,20.05443,270.292579
13.006149,78.328497,789,21.777091,267.456056
13.006139,78.328266,785,25.051767,266.356505
13.006122,78.327992,785,29.745923,261.123235
13.006108,78.3279,785,10.088328,258.527852
13.006073,78.327723,785,19.567527,259.979699
13.005932,78.326904,782,90.106916,260.012967
13.005577,78.324835,782,227.609747,259.965249
13.005532,78.324574,782,28.716718,261.137433
13.005343,78.32333,781,136.406886,261.389398
13.005334,78.323269,781,6.684244,262.249936
13.005127,78.321708,783,170.682116,254.708177
13.004924,78.320946,783,85.587477,249.080141
13.004686,78.320307,785,74.11688,249.265272
13.004596,78.320063,786.7,28.266526,252.290356
13.004339,78.319237,790,93.94336,238.01735
13.004238,78.319071,793,21.20347,240.816985
13.004084,78.318788,792.8,35.118891,247.668091
13.003761,78.317981,792.9,94.522445,252.804681
13.003682,78.317719,793,29.714117,247.224526
13.003646,78.317631,793,10.340479,263.136292
13.003435,78.315832,797,196.316927,259.311303
13.003387,78.315571,796.7,28.776958,255.311949
13.003127,78.314553,795.7,114.019925,250.387531
13.002576,78.312966,795,182.531407,251.964688
13.001905,78.310851,802.5,240.988699,245.553292
13.001179,78.309212,808,195.064854,244.775244
13.001095,78.309029,809.3,21.916987,250.921463
13.001003,78.308756,810,31.297177,250.831545
13.000877,78.308384,809,42.669937,253.370585
13.000634,78.307549,807,94.416758,253.417098
13.000578,78.307356,809,21.817997,251.458861
13.000528,78.307203,809,17.484261,254.712348
13.000475,78.307004,809,22.351541,255.856264
13.00042,78.30678,809,25.027944,255.609698
13.000363,78.306552,804,25.502769,257.224666
13.000344,78.306466,804,9.554175,255.609709
13.000271,78.306174,804,32.661451,257.613185
13.00006,78.305188,804,109.374201,258.868813
12.999634,78.302966,804,245.358718,253.731025
12.999125,78.301176,808,202.02803,253.772941
12.998954,78.300573,810,68.043025,249.769424
12.998875,78.300353,811,25.403166,249.730391
12.998305,78.298769,812,182.949191,249.58607
12.998272,78.298678,812,10.52016,249.849728
12.998144,78.29832,812,41.316701,246.760885
12.997544,78.296886,814,169.086948,246.936728
12.99712,78.295864,815,120.349045,249.008744
12.996997,78.295535,817,38.179733,248.932014
12.996866,78.295186,817,40.521568,249.000636
12.996532,78.294293,823,103.636526,249.043773
12.996404,78.29395,823,39.79517,250.003415
12.996315,78.293699,823,28.939687,248.736548
12.996111,78.293161,822,62.548669,248.615089
12.995784,78.292304,821,99.718694,250.684443
12.995645,78.291897,821,46.727424,251.928789
12.995287,78.290771,819,128.329047,254.576749
12.995237,78.290585,819,20.905413,255.694646
12.995156,78.290259,819,36.451424,258.330933
12.995091,78.289936,817,35.734689,254.139512
12.995042,78.289759,817,19.936429,257.869542
12.994931,78.289229,821,58.735492,256.69743
12.994608,78.287827,813.9,156.091152,255.318772
12.994439,78.287165,812.6,74.146834,258.671643
12.994325,78.286581,813.3,64.532175,266.547159
12.994005,78.281139,814,590.700066,267.41459
12.993874,78.278162,815,322.879711,268.965713
12.993838,78.276116,818.5,221.715512,274.859497
12.99388,78.275609,818,55.130444,278.381513
12.993909,78.275407,818,22.12251,269.302841
12.993903,78.274901,818,54.827979,263.78016
12.993891,78.274788,818,12.315784,269.303382
12.993886,78.274366,818,45.726099,258.012239
12.993862,78.27425,818,12.848533,257.708519
12.993755,78.273746,819,55.888374,263.885277
12.993686,78.273085,818.5,72.027666,271.979124
12.993706,78.272491,818.9,64.396981,273.8371
12.993759,78.27168,818.9,88.067427,274.898066
12.993928,78.269656,825,220.099424,275.48439
12.994076,78.268074,829,172.194151,273.05371
12.994118,78.267266,829.7,87.669328,267.07819
12.99409,78.266703,830,61.079093,267.005036
12.994077,78.266448,828,27.666425,269.265031
12.994076,78.266368,828,8.668521,269.242235
12.994064,78.265437,827,100.880437,276.486499
12.994214,78.264083,829,147.647727,277.209438
12.99432,78.263223,829,93.921377,278.928779
12.994382,78.262818,829,44.418989,278.841794
12.994551,78.261703,830,122.260212,278.694087
12.994759,78.260307,831,153.010998,278.553386
12.994776,78.260191,831,12.709646,270.457689
12.994791,78.258263,835,208.900224,270.455184
12.994796,78.257617,835,69.994551,278.799903
12.995093,78.255648,842,215.8767,273.654424
12.995122,78.255182,842,50.592639,273.32467
12.995125,78.255129,842,5.752079,4.046638
13.002039,78.255631,837,770.723236,6.235501
13.00442,78.255898,842,266.330787,3.106387
13.006359,78.256006,846,215.924237,3.790588
13.008359,78.256142,842,222.877437,7.515883
13.010028,78.256368,844,187.192582,6.649664
13.013162,78.256743,855,350.845148,325.939137
13.013897,78.256233,859.7,98.652915,309.066657
13.014347,78.255664,861.6,79.396816,302.578812
13.014799,78.254938,861,93.340812,287.019854
13.014884,78.254653,861,32.290698,284.928672
13.016342,78.24904,859,629.342476,282.044156
13.016796,78.246856,858,241.935172,278.348006
13.017178,78.244184,854,292.577821,276.32611
13.017414,78.241999,844.5,238.167459,273.101183
13.017487,78.240616,846.8,150.050321,267.426767
13.017283,78.235958,844,505.14524,267.201908
13.017277,78.235832,846,13.666814,267.341635
13.017049,78.230793,860,546.501087,267.266888
13.017041,78.230621,860,18.655282,267.341453
13.016943,78.228455,861,234.912093,266.97456
13.016722,78.224164,859,465.525934,267.143718
13.016715,78.22402,859,15.620035,266.963186
13.016689,78.223517,859,54.570505,264.370771
13.01615,78.217905,855,610.938852,265.828868
13.015929,78.214795,844,337.826151,263.073741
13.015695,78.212818,846,215.759098,263.913241
13.015679,78.212664,846,16.778667,270.181855
13.015681,78.212017,844.3,70.095141,276.412994
13.01581,78.210839,844.3,128.425894,284.151011
13.016881,78.206479,837,487.1343,284.919912
13.018085,78.201841,833,519.998387,283.996535
13.018119,78.201701,833,15.63128,285.042486
13.018877,78.198806,837,324.763382,284.441504
13.019852,78.19492,847,434.731306,281.404767
13.02026,78.192844,842,229.43614,281.300455
13.020282,78.192731,842,12.484011,281.125088
13.021315,78.187339,830,595.333412,282.333852
13.022015,78.184053,835,364.400622,279.795638
13.022306,78.182323,832,190.192852,277.324396
13.022513,78.18067,832,180.551291,277.34745
13.022538,78.180471,832,21.737184,277.316307
13.023346,78.174011,839,705.587577,284.778794
13.024701,78.168739,847,590.678897,284.187908
13.025434,78.165763,851,332.545262,284.325695
13.025797,78.164304,851,163.131516,285.114731
13.027064,78.159489,837,540.316166,283.997355
13.028372,78.154103,840.5,601.33493,273.785282
13.028442,78.153017,840,117.906397,273.885876
13.02846,78.152745,840,29.534358,273.834138
13.028498,78.152163,840,63.19098,268.634848
13.028356,78.14605,844,662.425297,270.000155
13.028356,78.144675,842.3,148.957346,277.610689
13.028444,78.143999,840,73.883674,277.581361
13.028503,78.143544,840,49.72599,277.60954
13.029002,78.13971,835,419.036406,289.32342
13.030184,78.13625,846,397.204278,291.313225
13.03191,78.131709,850,528.045793,291.272859
13.031943,78.131622,851,10.113932,291.324935
13.034107,78.125932,851,661.703049,289.228267
13.034948,78.123457,854,283.9569,289.248429
13.035279,78.122484,858,111.64591,289.227137
13.035525,78.12176,858,83.063799,280.539097
13.035871,78.119851,867,210.349207,272.944907
13.036076,78.11576,874,443.76094,273.695869
13.036423,78.110245,865,598.679997,276.374525
13.037053,78.104456,875,631.016812,272.18511
13.037148,78.1019,882,277.089813,270.355138
13.037179,78.096758,881,557.037153,271.018478
13.037242,78.093119,889,394.270524,273.629523
13.037465,78.08951,894,391.743764,273.70927
13.037483,78.089225,894,30.938468,273.626466
13.037605,78.087249,891,214.486734,273.196942
13.03792,78.081459,894,628.199247,268.753534
13.037852,78.078252,888,347.491596,268.663639
13.037846,78.077988,888,28.606495,268.890511
13.037841,78.077723,888,28.712426,266.263752
13.037482,78.072081,889,612.491876,267.52338
13.037353,78.06902,888,331.904102,267.516617
13.037329,78.068452,888,61.588537,267.519049
13.037179,78.064899,879,385.253173,262.91775
13.03685,78.062181,881,296.701725,261.72851
13.036718,78.061249,881.3,102.023891,260.477433
13.035579,78.05428,887,765.496108,260.062203
13.035219,78.052171,891,231.947361,260.060007
13.035198,78.052048,891,13.527605,261.17299
13.035034,78.050964,889.8,118.836873,263.317501
13.034917,78.049939,890.6,111.797513,264.454274
13.034826,78.048977,891.5,104.703328,266.108962
13.034771,78.048147,890.1,90.121479,268.184458
13.03475,78.047467,888.3,73.701274,269.51809
13.03474,78.046247,885,132.167057,269.445219
13.034738,78.046035,885,22.966999,269.4341
13.034728,78.044996,884,112.56018,269.33925
13.034726,78.044818,884,19.283992,269.664049
13.034709,78.041845,885,322.070136,270.000007
13.034709,78.04178,885,7.041439,270.491917
13.034727,78.039627,882,233.242715,270.539548
13.034728,78.039518,882,11.808475,270.508569
13.034793,78.031989,891,815.647183,270.466076
13.034798,78.031358,892,68.358363,270.472934
13.034817,78.028994,895,256.100343,270.00001
13.034817,78.028908,895,9.316362,270.566044
13.03483,78.027557,899,146.360678,271.938152
13.034848,78.027011,901.9,59.181914,274.847082
13.034934,78.02597,904.7,113.176,276.832604
13.034994,78.025456,905.5,56.079751,278.733255
13.035189,78.024153,905.7,142.809242,279.549138
13.035758,78.020681,909.1,381.404452,276.650844
13.035824,78.0201,908.5,63.365778,274.514658
13.035872,78.019476,908.1,67.807892,271.398065
13.035904,78.01813,907,145.854673,270.000015
13.035904,78.018,907,14.082811,271.899579
13.035945,78.016731,907.5,137.545461,270.000404
13.035945,78.013145,902.1,388.468849,271.25691
13.035959,78.01249,903,70.972761,274.284815
13.035969,78.012353,903,14.882709,274.745985
13.036013,78.011809,902.7,59.133872,273.641092
13.036351,78.006356,898,591.913486,273.536633
13.036461,78.004529,895,198.294848,273.461779
13.036525,78.003443,892,117.860397,273.487506
13.036666,78.001068,885.5,257.758671,274.622154
13.036788,77.999519,883,168.349011,275.434501
13.036807,77.999314,883,22.307698,275.457961
13.036842,77.998938,880.3,40.917175,279.840864
13.036951,77.998293,879.8,70.915544,283.302318
13.037115,77.997581,879.8,79.256581,285.447347
13.037581,77.99585,882,194.544569,285.678022
13.037686,77.995466,875,43.2056,285.141132
13.03833,77.993023,878,274.163396,283.069403
13.038496,77.992289,879.3,81.627285,281.443473
13.038623,77.991645,880.3,71.178269,277.008276
13.038703,77.990977,880.9,72.90789,274.97698
13.03875,77.990423,881.8,60.240879,272.702058
13.038774,77.989901,883.2,56.610185,268.782258
13.03876,77.989225,883.7,73.246312,267.135833
13.038729,77.988589,887.4,68.982829,265.291886
13.038634,77.987405,892,128.694736,264.298336
13.038577,77.986819,892,63.79591,264.525473
13.038257,77.983392,892,372.942119,265.65196
13.038233,77.983068,893,35.199674,266.248972
13.038201,77.982567,893.8,54.388996,268.401373
13.038183,77.981905,893.8,71.741267,271.262703
13.038197,77.981253,893.7,70.647213,275.968486
13.038252,77.980713,893.3,58.816102,281.262317
13.038446,77.979713,891.4,110.4552,285.856237
13.038819,77.978365,889.3,151.802224,288.673441
13.039034,77.977712,890,74.668802,289.948999
13.039412,77.976643,894,123.194468,289.288406
13.039905,77.975197,895.4,165.957193,285.859081
13.040086,77.974543,897.8,73.649515,283.986177
13.040284,77.973727,900.3,91.095774,280.136146
13.040555,77.972171,901.8,171.229735,276.666729
13.040633,77.971486,901.6,74.709328,274.7093
13.040787,77.969567,898,208.584011,274.069275
13.040794,77.969466,898,10.968697,274.574839
13.040993,77.966913,899,277.442978,273.775354
13.041002,77.966773,899,15.198774,274.523723
13.0412,77.964204,904,279.161701,274.889167
13.041209,77.964096,904,11.742039,274.474619
13.041893,77.955122,911,975.095814,274.766681
13.042575,77.946725,913,912.77367,275.125065
13.042703,77.94526,907.7,159.33509,277.216562
13.042778,77.944652,905,66.388291,279.708213
13.042814,77.944436,905,23.738429,277.803923
13.043112,77.942204,899,244.044184,277.923344
13.043333,77.940574,900.5,178.273384,275.782989
13.043495,77.938932,902,178.781149,273.479061
13.043547,77.938054,902,95.285805,271.8642
13.043956,77.925145,928,1399.118076,271.807342
13.044051,77.922054,922,335.001531,271.574009
13.044128,77.919177,919,311.770708,269.405285
13.04412,77.918386,913.8,85.690256,271.448794
13.044137,77.917696,910,74.76864,270.703055
13.044152,77.916441,913,135.958989,270.30403
13.044156,77.915667,916,83.845271,270.882738
13.044175,77.914401,918,137.156602,271.052212
13.044216,77.912109,924.3,248.324315,274.145124
13.044283,77.91116,927,103.070651,274.633044
13.044286,77.911122,927,4.129869,274.949622
13.04432,77.910719,927,43.81863,275.071487
13.04435,77.910372,927,37.73672,274.630281
13.044393,77.909827,930.4,59.230757,273.071411
13.044454,77.90866,932,126.597792,271.641541
13.044577,77.904253,930,477.586539,270.000014
13.044577,77.904129,930,13.432364,269.780042
13.044572,77.902793,932,144.723956,270.000012
13.044572,77.902685,932,11.699156,268.524581
13.044526,77.900852,934.7,198.626561,266.877004
13.04443,77.899046,935.4,195.926969,264.928465
13.044225,77.896675,932.2,257.849614,263.160847
13.044071,77.895357,929.4,143.796524,261.975618
13.043943,77.894425,928,101.957933,261.418599
13.043756,77.893153,923,139.350559,261.126393
13.043582,77.892009,923,125.426108,261.391709
13.043113,77.888829,930,348.402017,261.297187
13.043096,77.888715,930,12.493021,261.297873
13.042742,77.886341,926,260.161589,261.856196
13.04269,77.885968,926,40.817342,261.23915
13.042469,77.884496,922.9,161.338908,262.274896
13.042342,77.883535,921,105.055199,263.361986
13.042253,77.88275,922,85.610234,264.527505
13.042246,77.882675,922,8.16169,264.336137
13.042226,77.882468,921,22.533603,264.708681
13.042214,77.882335,921,14.469088,266.225297
13.041966,77.878477,926,418.832848,266.326713
13.041803,77.875871,926,282.880607,266.116466
13.040907,77.862328,904,1470.45068,266.845484
13.040899,77.862179,904,16.165236,266.222533
13.040666,77.858557,897,393.215495,266.296281
13.040659,77.858446,897,12.049489,266.152463
13.040099,77.849901,887,927.749296,266.019417
13.039931,77.847423,887,269.084798,266.444594
13.039881,77.846597,889,89.651125,266.113991
13.039872,77.846461,889,14.7665,266.178642
13.039637,77.84285,892,392.042875,266.650514
13.039624,77.842622,892,24.740976,266.280065
13.039502,77.840696,896,209.07973,266.019916
13.039385,77.83897,894,187.425789,265.695238
13.039374,77.83882,894,16.295139,265.242434
13.039353,77.838561,894,28.153903,266.915769
13.039333,77.83818,892,41.332766,266.282728
13.039023,77.833283,899.6,531.600378,269.234349
13.039013,77.832515,901.3,83.203295,273.508201
13.039052,77.831862,903.6,70.870949,278.353364
13.039159,77.831114,904.9,81.898124,283.502571
13.039341,77.830336,905.2,86.674773,288.587051
13.039551,77.829695,906,73.259233,289.560941
13.039578,77.829617,906,8.967088,294.110798
13.039888,77.828906,906.6,84.382682,299.642793
13.040311,77.828143,907,95.099922,304.086688
13.040578,77.827738,907,52.97397,307.867413
13.040931,77.827272,907.8,63.945151,309.969308
13.041207,77.826934,908,47.775397,311.751695
13.041287,77.826842,908,13.358682,313.683485
13.041501,77.826612,907.4,34.452905,316.943269
13.04177,77.826354,908.2,40.936564,322.045765
13.042076,77.826109,908.5,43.152268,326.267041
13.042378,77.825902,908.8,40.379355,327.66176
13.042775,77.825644,911.6,52.247767,329.829721
13.043323,77.825317,912.4,70.482744,332.82041
13.04408,77.824918,911.3,94.622939,336.82937
13.044319,77.824813,910,28.907338,339.448948
13.044675,77.824676,910,42.275842,342.16292
13.045005,77.824567,910,38.547242,343.953771
13.04511,77.824536,910,12.148797,347.111824
13.045672,77.824404,911.9,64.106574,350.862713
13.046205,77.824316,912.2,60.02862,355.509972
13.047061,77.824247,912.6,95.475876,359.825574
13.047381,77.824246,912.6,35.582541,1.594343
13.048256,77.824271,912.6,97.333242,2.542487
13.051481,77.824418,910,358.957,2.151428
13.056356,77.824606,908,542.457653,4.163463
13.058002,77.824729,908,183.511143,6.023428
13.059793,77.824923,905,200.255719,5.345221
13.061615,77.825098,904,203.482008,3.362652
